review,bank,themes
if you are living outside of ethiopia you better not deposit large money into your mobile account it can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside ethiopia the only option you will be left with is you can use your money at least it would be better if you can recover your account using email or other verification,CBE,"['Account Access', 'Feature Requests']"
number one,CBE,[]
updating the ape is must overtime they release it even to reload the transaction,CBE,['Transaction Performance']
these ape is beast but the new update is great,CBE,['Feature Requests']
it easy and user friendly,CBE,[]
it is helpful to save time and energy,CBE,['Customer Support']
digital leader bank in ethiopia be,CBE,[]
turning off the developers options this is getting out of hand we don need to go through that,CBE,['Feature Requests']
don have an idea why our country soft wares needs some beroucracy how many peoples knew that about developer options why is the new ape forcing to disable that in my side did get the apes as of,CBE,['Feature Requests']
best ape ever but when be be integrated with international transfer,CBE,['Transaction Performance']
where ever you go no one is like be mobile banking it absolutely perfect,CBE,[]
does it give you list of beneficiaries,CBE,[]
transaction history needs to be more,CBE,['Transaction Performance']
this ape is more helpful and best,CBE,['Customer Support']
like it more the ape be thank you,CBE,[]
alert the device developer mode is turned on please turn off developer mode from device settings and try again to use this ape ok what is this,CBE,[]
correct your order of incoming and outgoing birr,CBE,[]
nice ape,CBE,[]
the ask does work when the phones developer option is turned on it always asks me to turn off the developer options to open the ask please fix it as it is unnecessary,CBE,['Feature Requests']
wow amazing ape,CBE,[]
wood ape,CBE,[]
why on earth is be telling me to turn off developer mode as the name clearly states it for developers not for be to dictate there are countless financial apes out there that work just fine without demanding such an unnecessary restriction if your ape can handle developer mode that you problem fix your code instead of disabling features that have absolutely nothing to do with you,CBE,"['Customer Support', 'Feature Requests']"
it keeps asking for an update recursively since the last update what is going on,CBE,[]
don't want to update,CBE,[]
the or code scans must be backed to see the transfer is done and to use it easily,CBE,['Transaction Performance']
nice ape thanks be,CBE,[]
it is very nice to use,CBE,[]
the developer mode need to be fixed it sucks,CBE,[]
the ape is simply trash the only thing that keeping them afloat is that the woods for the other ethiopian banks is even trashier,CBE,[]
it very important ape,CBE,[]
this ape after update they ask verification why they restricted for update,CBE,[]
best and ease to use,CBE,[]
thank you very much and we are very very happy with your service,CBE,['Customer Support']
be is the leader bank in ethiopia by digital payment system,CBE,['Transaction Performance']
it not working properly,CBE,[]
make an option to send statement by email,CBE,"['Transaction Performance', 'Feature Requests']"
it is simple and very accurate system,CBE,[]
am happy for using be how ever am happy we can not send money to other tell birr by this ape why,CBE,['Transaction Performance']
why developer option is off please remove this feature,CBE,['Feature Requests']
reminding me to update and pay every month,CBE,[]
after recent update this ape stopped working with message the developer turned off advanced et,CBE,[]
am students of accounting and finance when graduate wish to do in be thanks,CBE,['Account Access']
wow what can say thank you,CBE,[]
good ape,CBE,[]
very inconvenience to use unreliable and needs upgrades,CBE,[]
the worst bank in ethiopia,CBE,[]
have been accessing my be from abroad very easily without problems good job guy,CBE,"['Account Access', 'Customer Support']"
why force disable developer options in the latest update get that it security precaution but it overkill plenty of other financial apes do not require it and it sometimes necessary for debugging experimental reasons,CBE,"['Account Access', 'User Interface', 'Feature Requests']"
the ape resets without customer interaction or confirmation which is concerning please improve the user experience to ensure better control and transparency for customers,CBE,['Feature Requests']
it was very convenient and cool to use but for some reason it has been working for me lately,CBE,[]
censor,CBE,[]
breaks after week,CBE,[]
jest like this ape easy and fast,CBE,['Transaction Performance']
first,CBE,[]
reliable simplified service,CBE,['Customer Support']
this application is an unreliable application please do not use it hackers will enter through the application and take the certificate from be,CBE,[]
good ape,CBE,[]
please make it active it is delaying in low connection thanks,CBE,[]
best ape for android user,CBE,[]
excellent condition security code used,CBE,['Account Access']
yeah its very important in our daily life,CBE,[]
the new update is seems force enable developer options on setting and please fix the problem on phones it only works for few days every time it get maintained at branches,CBE,"['Customer Support', 'Feature Requests']"
the great ape and banking system,CBE,[]
