review,rating,date,bank,vader_score,vader_sentiment
fix the bug so frustrating,3,2025-02-25,CBE,-0.5777,negative
the ape is full of bugs here and there perhaps it from the backed side ink for instance the transaction history you see on top is one made couple of months ago and you have to refresh until you reach the top it just so bizarre and you can even search for transaction you made someone with lot of transactions will find it annoying even simple things like localizing dates to amharic dates are now correctly implemented,2,2025-02-25,CBE,-0.1005,negative
good experience,5,2025-02-24,CBE,0.4404,positive
my device install up updated all data access all function but can support transaction first login password works but can conformation last transaction password,5,2025-02-24,CBE,0.5499,positive
constantly crashing after new update,1,2025-02-24,CBE,0.0,neutral
great up simple to use yet has all necessary features,4,2025-02-24,CBE,0.6249,positive
nice this is ape,5,2025-02-23,CBE,0.4215,positive
why can we use this ape with developer mode turned on when other big international banks apes allow it,1,2025-02-22,CBE,0.2263,positive
it is good application,4,2025-02-22,CBE,0.4404,positive
guys after the last update it crushing lot like lot look in to it,3,2025-02-22,CBE,0.0,neutral
the best ape,5,2025-02-22,CBE,0.6369,positive
this is good ape,5,2025-02-22,CBE,0.4404,positive
it have bug it keeps shut down when open the ape without any notification please fix the bug,3,2025-02-22,CBE,-0.2411,negative
very best and fast money transferring ape,5,2025-02-22,CBE,0.6697,positive
why is it so hard to use this ape why don you make it simple like other apes sometimes it does function right,1,2025-02-22,CBE,0.1615,positive
very best ape,5,2025-02-22,CBE,0.6697,positive
couldn't update the ape,1,2025-02-22,CBE,0.0,neutral
too much commission and service charges not fair at all this is stealing,1,2025-02-21,CBE,-0.7758,negative
it is easy and user friendly,5,2025-02-21,CBE,0.7269,positive
when open the ape it turns off keep says ape has bug the ape needs update,2,2025-02-21,CBE,0.0,neutral
solve unwanted time and the time to losses be office,5,2025-02-21,CBE,-0.4215,negative
faced big problem with this due to developer mode problem how can you help me plus,5,2025-02-21,CBE,-0.4019,negative
utilizes too much power crashes often,3,2025-02-20,CBE,0.0,neutral
most effective so far,5,2025-02-20,CBE,0.5256,positive
not working normally,1,2025-02-20,CBE,0.0,neutral
this is the simplest bookkeeping system or method like it,5,2025-02-19,CBE,0.3612,positive
these days the ape is crashing immediately after login please check,5,2025-02-19,CBE,0.3182,positive
gave it be this ape deserves thank you for your services appreciated,5,2025-02-19,CBE,0.7003,positive
fantastic and best,5,2025-02-18,CBE,0.8316,positive
it lags before showing the transaction and you have to use the one in the sums message why does it work on the ape it just says loading,1,2025-02-18,CBE,-0.3612,negative
very amazing application,5,2025-02-18,CBE,0.624,positive
easy and fantastic to use,5,2025-02-18,CBE,0.7579,positive
the way its menu arranged to use is easy to use,5,2025-02-17,CBE,0.4404,positive
its not bad but there are plenty of errors,2,2025-02-17,CBE,-0.2903,negative
waw fantastic application,5,2025-02-16,CBE,0.5574,positive
am satisfied by this a thank you,5,2025-02-16,CBE,0.6486,positive
best of the best application for ever,5,2025-02-16,CBE,0.8555,positive
this ape is better,5,2025-02-15,CBE,0.4404,positive
it very good in reminding the account numbers you have been used but need to show recipient history whenever you want to present it or it has to have search on options for specific time you want to look for receipts with out going for account details at bank if you lost your receipt without downloading it and need to look sometime while you can get in simple search on the ape,1,2025-02-15,CBE,0.012,neutral
it is good ape,5,2025-02-15,CBE,0.4404,positive
it crashes lot it does work at all sometimes by far it is the worst mobile banking ape have ever used,1,2025-02-15,CBE,-0.6249,negative
very buggy,2,2025-02-14,CBE,0.0,neutral
good apes to save my money withdraw my money to service,5,2025-02-13,CBE,0.7269,positive
it easy and good,5,2025-02-13,CBE,0.7003,positive
it is best ape,5,2025-02-13,CBE,0.6369,positive
it is not functioning most of the time,3,2025-02-13,CBE,0.0,neutral
it sends unwanted welcome notification every time you login there is no way that you can disable this,3,2025-02-13,CBE,-0.0258,neutral
this ape now not open what problem please solve it,1,2025-02-13,CBE,0.6551,positive
nice thanks,5,2025-02-13,CBE,0.6908,positive
it used to be better in the previous but after the recent update it keeps crashing as soon as it logs in it needs to be fixed,1,2025-02-11,CBE,0.2382,positive
can even load our transaction history,1,2025-02-11,CBE,0.0,neutral
am happy of this ape,5,2025-02-11,CBE,0.5719,positive
great ape but try to include an access to water bill payment for places other than adds baba try top the ape not to be inactive while developer option setting in samsung phones is activated,4,2025-02-11,CBE,0.5789,positive
very good ape,5,2025-02-10,CBE,0.4927,positive
this ape is very useful but sometimes when you want to see specific transactions it did work so that way gave you,3,2025-02-10,CBE,0.3708,positive
it not bad,2,2025-02-10,CBE,0.431,positive
it shut down without warning,1,2025-02-10,CBE,0.2584,positive
best ape of the bank but when it needs update customer must be notified in my point of view otherwise customers saying mobile banking is not working today is bad motor,5,2025-02-10,CBE,-0.4854,negative
use this ape all the time on my business but sometimes it is difficult to use in rural areas because there is not enough network so what if you prepared it for the public to use offline,3,2025-02-09,CBE,-0.3919,negative
this ape is very interesting and simple to use,5,2025-02-09,CBE,0.4576,positive
add customer service please other than calling why would you have mobile ape but not an online text based customer service why disappointing and will never use the top up feature again have been trying to recharge my safaricom balance but your ape would say time out and then credit my account but never recharge my balance why where is my money do you expect me to call at midnight,2,2025-02-08,CBE,-0.2819,negative
smart and easy to use like this ape,5,2025-02-08,CBE,0.7964,positive
the best ape love it,5,2025-02-08,CBE,0.8555,positive
is not useful,3,2025-02-08,CBE,-0.3412,negative
it ok,5,2025-02-08,CBE,0.296,positive
it good,5,2025-02-08,CBE,0.4404,positive
its good service,4,2025-02-07,CBE,0.4404,positive
recent transactions does load properly sometimes and also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,1,2025-02-07,CBE,-0.2846,negative
it used to work properly but not anymore used to use the ape from abroad but these days it kept saying unable to connect when tried to check my balance and do transactions,1,2025-02-07,CBE,0.0,neutral
awash birr pro,1,2025-02-07,CBE,0.0,neutral
it is very important application,5,2025-02-07,CBE,0.2716,positive
to save my time best ape to me like this ape tax be,5,2025-02-07,CBE,0.872,positive
it is shame not to appreciate the recent system improvements that the commercial bank of ethiopia has been making and have no doubt that it will be different from this inshaallah another thing would like to comment on is that the current method for transferring money to telesis can own be sent to the person so it is possible to send money directly from the commercial bank to other banks if you make it possible to transfer money directly to anyone would be very grateful thank you,5,2025-02-06,CBE,0.7666,positive
comfortable,5,2025-02-06,CBE,0.5106,positive
ape keeps on crashing after the latest update failures are frequent,3,2025-02-05,CBE,-0.4588,negative
don need to update this ape,5,2025-02-05,CBE,0.0,neutral
good work thank you,5,2025-02-05,CBE,0.6597,positive
after the new update struggling to use this ape it suddenly crush or close automatically plus fix this problem,1,2025-02-05,CBE,-0.7597,negative
very fast and easy to use,5,2025-02-05,CBE,0.4877,positive
it is best application,5,2025-02-04,CBE,0.6369,positive
this apes amazing,5,2025-02-04,CBE,0.5859,positive
this ape is just meaningful application for our country,5,2025-02-04,CBE,0.3182,positive
this ape is best and fantastic because easy to use it has best security specially two specific authentication so this security is not path unauthorized person to our account history thankyou be for we give this service,5,2025-02-04,CBE,0.9657,positive
the ape is crashing several times it really annoying and sometimes it says failed during different operations please fix it,1,2025-02-04,CBE,-0.6115,negative
new update new version not working,1,2025-02-03,CBE,0.0,neutral
that is good,5,2025-02-03,CBE,0.4404,positive
have seen lots of great updates right here especially the fa using the biometric security technique suggest you work on minimizing ape crashing due to the accumulation of cache very little cache crash it,4,2025-02-03,CBE,0.5879,positive
the best mobile banking ape in ethiopia thanks be,5,2025-02-03,CBE,0.7964,positive
be,5,2025-02-03,CBE,0.0,neutral
too poor comparing to other countries,1,2025-02-03,CBE,-0.4767,negative
it is good,5,2025-02-02,CBE,0.4404,positive
updated to the new version while ago and it keeps crashing maybe you can fix it,3,2025-02-02,CBE,0.0,neutral
simple good ape,4,2025-02-02,CBE,0.4404,positive
after the last two update am facing the worst experience with this ape,1,2025-02-02,CBE,-0.6249,negative
now it crashing like crazy it does even open after recent update,1,2025-02-01,CBE,0.0258,neutral
this ape is so incredible,5,2025-02-01,CBE,0.0,neutral
mobil banking is the latest technology,5,2025-02-01,CBE,0.0,neutral
without any reason it shows white screen and can make transfers then when went to branch then they reply go to the branch where you open your account,1,2025-02-01,CBE,0.0,neutral
it used to be the best bank ape in ethiopia but now using it is terrible experience for every transaction it shows an error message making simple payment requires to trials to complete,1,2025-01-31,CBE,-0.7269,negative
good application,5,2025-01-31,CBE,0.4404,positive
the worst had to flight back to fix my ape it need you to go back every month not reliable for foreigners,1,2025-01-31,CBE,-0.6249,negative
this should run for worst ape of the year,1,2025-01-31,CBE,-0.6249,negative
very bad,1,2025-01-31,CBE,-0.5849,negative
it is nice ape,4,2025-01-31,CBE,0.4215,positive
very nice ape,5,2025-01-31,CBE,0.4754,positive
it easy to use but there is some problems sometimes when update the ape in the network areas,4,2025-01-31,CBE,-0.3818,negative
no manage beneficiary for my ape,1,2025-01-30,CBE,-0.5795,negative
its good but we need an option of choosing specific period to get historique of transactions for example when want to check my previous transactions only get few transactions thank you,2,2025-01-30,CBE,0.6858,positive
