review,rating,date,bank,distilbert_score,distilbert_sentiment
two step verification update is fake meaningless why because the ape gives you an option of to use pin while requesting two step verification step this updated ape is not differ than the previous one in case of security safeguarding users the other features of the ape are best and easy to use it,1,2025-03-06,CBE,-0.9957432150840759,negative
its good,5,2025-03-05,CBE,0.9998385906219482,positive
why don install,5,2025-03-05,CBE,-0.9913619160652161,negative
glad to use it,5,2025-03-05,CBE,0.9997946619987488,positive
very good thank you,5,2025-03-04,CBE,0.9998544454574585,positive
have been customer of the commercial bank of ethiopia for many years,5,2025-03-03,CBE,0.8832721710205078,positive
we need this ape to work properly and it looks like an outdated,2,2025-03-03,CBE,-0.9998049139976501,negative
the ape crashes too many times it buggy ape,1,2025-03-03,CBE,-0.9994263648986816,negative
thank,5,2025-03-02,CBE,0.9998283386230469,positive
very good it is easy to use anything,5,2025-03-01,CBE,0.9998257756233215,positive
its good,5,2025-03-01,CBE,0.9998385906219482,positive
so slow with internet,1,2025-03-01,CBE,-0.9990552067756653,negative
phone ape is not working,2,2025-03-01,CBE,-0.999752938747406,negative
it very useful apes,5,2025-03-01,CBE,0.997855007648468,positive
it is better ape,5,2025-03-01,CBE,-0.9916111826896667,negative
good work very important,5,2025-03-01,CBE,0.9998600482940674,positive
it is extent ape it is helpful,5,2025-02-28,CBE,-0.8250446915626526,negative
it don work,1,2025-02-28,CBE,0.9960880279541016,positive
bad security,2,2025-02-28,CBE,-0.9995744824409485,negative
it shame it can perform well you guys can even fix bug it getting unusable shame shame shame,1,2025-02-28,CBE,-0.9996391534805298,negative
easy to use and efferent system,5,2025-02-28,CBE,0.9926068782806396,positive
great,5,2025-02-28,CBE,0.9998630285263062,positive
it is good but can not install the ape why and the other one is it is better to show the earliest transactions for instance before days ago,3,2025-02-27,CBE,-0.9884556531906128,negative
have been using the ape since it is first released and it has been nice but the latest update are very worse the ape crashes frequently and drains battery highly,3,2025-02-27,CBE,-0.9995881915092468,negative
commercial bank and it mobile banking is very good,5,2025-02-27,CBE,0.9998301267623901,positive
friendly mobile banking application,5,2025-02-27,CBE,0.9987659454345703,positive
vary good,5,2025-02-27,CBE,0.9998520612716675,positive
star because have to visit my bank for new installation of the ape and reactivation takes about to minutes with there long queue and system failures learn from televise ape and give options to customers to apt out of this ridiculous security feature second why is there no customization in the settings for displaying which account want displayed in the first section rather that slide to my main account every time you are making us pay monthly subscription bare minimum is not it,1,2025-02-26,CBE,-0.9990465044975281,negative
recently it is not working please check it,2,2025-02-26,CBE,-0.9990835189819336,negative
this ape,5,2025-02-26,CBE,-0.9084957242012024,negative
it is user friendly excellent ape,5,2025-02-26,CBE,0.9995546936988831,positive
simple and efficient,5,2025-02-26,CBE,0.9998663663864136,positive
it is better to use and save time truly appreciate the bank system,5,2025-02-25,CBE,0.9203387498855591,positive
good work,5,2025-02-25,CBE,0.9998413324356079,positive
simple and secure ape,5,2025-02-25,CBE,0.9992932081222534,positive
crashing frequently every time try to log in it so annoying,1,2025-02-25,CBE,-0.9993327260017395,negative
fix the bug so frustrating,3,2025-02-25,CBE,-0.9987139701843262,negative
the ape is full of bugs here and there perhaps it from the backed side ink for instance the transaction history you see on top is one made couple of months ago and you have to refresh until you reach the top it just so bizarre and you can even search for transaction you made someone with lot of transactions will find it annoying even simple things like localizing dates to amharic dates are now correctly implemented,2,2025-02-25,CBE,-0.9976951479911804,negative
good experience,5,2025-02-24,CBE,0.9998599290847778,positive
my device install up updated all data access all function but can support transaction first login password works but can conformation last transaction password,5,2025-02-24,CBE,-0.9641129374504089,negative
constantly crashing after new update,1,2025-02-24,CBE,-0.9982088804244995,negative
great up simple to use yet has all necessary features,4,2025-02-24,CBE,0.9991944432258606,positive
nice this is ape,5,2025-02-23,CBE,0.9994398951530457,positive
why can we use this ape with developer mode turned on when other big international banks apes allow it,1,2025-02-22,CBE,-0.9964148998260498,negative
it is good application,4,2025-02-22,CBE,0.9998681545257568,positive
guys after the last update it crushing lot like lot look in to it,3,2025-02-22,CBE,0.9962553977966309,positive
the best ape,5,2025-02-22,CBE,0.9998503923416138,positive
this is good ape,5,2025-02-22,CBE,0.9998412132263184,positive
it have bug it keeps shut down when open the ape without any notification please fix the bug,3,2025-02-22,CBE,-0.9988349080085754,negative
very best and fast money transferring ape,5,2025-02-22,CBE,0.9940860271453857,positive
why is it so hard to use this ape why don you make it simple like other apes sometimes it does function right,1,2025-02-22,CBE,0.6559710502624512,positive
very best ape,5,2025-02-22,CBE,0.9997609257698059,positive
couldn't update the ape,1,2025-02-22,CBE,-0.9983254075050354,negative
too much commission and service charges not fair at all this is stealing,1,2025-02-21,CBE,-0.9995962977409363,negative
it is easy and user friendly,5,2025-02-21,CBE,0.9986781477928162,positive
when open the ape it turns off keep says ape has bug the ape needs update,2,2025-02-21,CBE,-0.9979435801506042,negative
solve unwanted time and the time to losses be office,5,2025-02-21,CBE,-0.9948025941848755,negative
faced big problem with this due to developer mode problem how can you help me plus,5,2025-02-21,CBE,-0.9993267059326172,negative
utilizes too much power crashes often,3,2025-02-20,CBE,-0.9963914752006531,negative
most effective so far,5,2025-02-20,CBE,0.9996887445449829,positive
not working normally,1,2025-02-20,CBE,-0.9995996356010437,negative
this is the simplest bookkeeping system or method like it,5,2025-02-19,CBE,-0.9098787307739258,negative
these days the ape is crashing immediately after login please check,5,2025-02-19,CBE,-0.9728112816810608,negative
gave it be this ape deserves thank you for your services appreciated,5,2025-02-19,CBE,0.9977298378944397,positive
fantastic and best,5,2025-02-18,CBE,0.9998780488967896,positive
it lags before showing the transaction and you have to use the one in the sums message why does it work on the ape it just says loading,1,2025-02-18,CBE,-0.999584972858429,negative
very amazing application,5,2025-02-18,CBE,0.9998730421066284,positive
easy and fantastic to use,5,2025-02-18,CBE,0.9998811483383179,positive
the way its menu arranged to use is easy to use,5,2025-02-17,CBE,0.937204897403717,positive
its not bad but there are plenty of errors,2,2025-02-17,CBE,-0.9975461363792419,negative
waw fantastic application,5,2025-02-16,CBE,0.9997767806053162,positive
am satisfied by this a thank you,5,2025-02-16,CBE,0.9998501539230347,positive
best of the best application for ever,5,2025-02-16,CBE,0.9998230338096619,positive
this ape is better,5,2025-02-15,CBE,0.886255145072937,positive
it very good in reminding the account numbers you have been used but need to show recipient history whenever you want to present it or it has to have search on options for specific time you want to look for receipts with out going for account details at bank if you lost your receipt without downloading it and need to look sometime while you can get in simple search on the ape,1,2025-02-15,CBE,-0.9015791416168213,negative
it is good ape,5,2025-02-15,CBE,0.9998573064804077,positive
it crashes lot it does work at all sometimes by far it is the worst mobile banking ape have ever used,1,2025-02-15,CBE,-0.9997338652610779,negative
very buggy,2,2025-02-14,CBE,-0.9911143183708191,negative
good apes to save my money withdraw my money to service,5,2025-02-13,CBE,-0.9906485676765442,negative
it easy and good,5,2025-02-13,CBE,0.9998772144317627,positive
it is best ape,5,2025-02-13,CBE,0.995403528213501,positive
it is not functioning most of the time,3,2025-02-13,CBE,-0.9997466206550598,negative
it sends unwanted welcome notification every time you login there is no way that you can disable this,3,2025-02-13,CBE,-0.9924497604370117,negative
this ape now not open what problem please solve it,1,2025-02-13,CBE,-0.9995808005332947,negative
nice thanks,5,2025-02-13,CBE,0.999849796295166,positive
it used to be better in the previous but after the recent update it keeps crashing as soon as it logs in it needs to be fixed,1,2025-02-11,CBE,-0.9989073276519775,negative
can even load our transaction history,1,2025-02-11,CBE,-0.9974895715713501,negative
am happy of this ape,5,2025-02-11,CBE,0.9997742772102356,positive
great ape but try to include an access to water bill payment for places other than adds baba try top the ape not to be inactive while developer option setting in samsung phones is activated,4,2025-02-11,CBE,-0.9452650547027588,negative
very good ape,5,2025-02-10,CBE,0.9998608827590942,positive
this ape is very useful but sometimes when you want to see specific transactions it did work so that way gave you,3,2025-02-10,CBE,0.9102681279182434,positive
it not bad,2,2025-02-10,CBE,0.9996141195297241,positive
it shut down without warning,1,2025-02-10,CBE,-0.985458254814148,negative
best ape of the bank but when it needs update customer must be notified in my point of view otherwise customers saying mobile banking is not working today is bad motor,5,2025-02-10,CBE,-0.9449280500411987,negative
use this ape all the time on my business but sometimes it is difficult to use in rural areas because there is not enough network so what if you prepared it for the public to use offline,3,2025-02-09,CBE,-0.9991573095321655,negative
